,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
23632,34,technician,single,secondary,no,0,no,no,cellular,28,aug,195,6,-1,0,unknown,no
23640,31,management,single,tertiary,no,0,no,no,cellular,28,aug,38,16,-1,0,unknown,no
23641,34,technician,married,secondary,no,-173,no,no,cellular,28,aug,85,2,-1,0,unknown,no
23650,53,services,married,secondary,no,658,no,no,cellular,28,aug,18,25,-1,0,unknown,no
23655,35,technician,married,tertiary,no,75,no,no,cellular,28,aug,9,19,-1,0,unknown,no
23660,52,technician,married,secondary,no,118,no,no,cellular,28,aug,16,20,-1,0,unknown,no
23670,36,technician,divorced,tertiary,no,466,no,no,cellular,28,aug,171,1,-1,0,unknown,no
23679,32,technician,married,secondary,no,-300,no,no,cellular,28,aug,226,9,-1,0,unknown,no
23685,39,technician,single,tertiary,no,1522,yes,no,cellular,28,aug,15,8,-1,0,unknown,no
23689,45,technician,married,secondary,no,77,no,no,cellular,28,aug,90,1,-1,0,unknown,no
23690,45,technician,divorced,secondary,no,12,no,no,cellular,28,aug,88,3,-1,0,unknown,no
23694,30,technician,married,secondary,no,42,no,no,cellular,28,aug,140,3,-1,0,unknown,no
23703,37,self-employed,married,tertiary,no,552,no,no,cellular,28,aug,379,1,-1,0,unknown,no
23705,43,housemaid,married,primary,no,685,no,no,cellular,28,aug,77,7,-1,0,unknown,no
23708,34,management,married,tertiary,no,2032,no,no,cellular,28,aug,103,12,-1,0,unknown,no
23717,50,blue-collar,married,primary,no,565,yes,yes,cellular,28,aug,36,3,-1,0,unknown,no
23723,31,technician,single,secondary,no,182,no,no,cellular,28,aug,52,5,-1,0,unknown,no
23727,35,management,single,tertiary,no,556,no,no,cellular,28,aug,52,8,-1,0,unknown,no
23734,30,technician,single,secondary,no,3,no,no,cellular,28,aug,21,6,-1,0,unknown,no
23739,49,management,single,tertiary,no,588,no,no,cellular,28,aug,70,9,-1,0,unknown,no
23741,42,technician,married,secondary,no,3501,no,no,cellular,28,aug,23,22,-1,0,unknown,no
23742,47,blue-collar,married,primary,no,3440,no,no,cellular,28,aug,88,10,-1,0,unknown,no
23744,36,technician,married,tertiary,yes,63,no,no,cellular,28,aug,12,14,-1,0,unknown,no
23751,30,technician,single,secondary,no,1286,no,no,telephone,28,aug,44,12,-1,0,unknown,no
23754,35,management,married,tertiary,no,1684,yes,no,cellular,28,aug,39,8,-1,0,unknown,no
23760,38,technician,married,secondary,no,0,no,no,cellular,28,aug,176,10,-1,0,unknown,no
23770,60,technician,divorced,secondary,no,-50,no,no,cellular,28,aug,433,12,-1,0,unknown,no
23776,55,technician,married,secondary,no,55,no,yes,cellular,28,aug,19,17,-1,0,unknown,no
23779,32,technician,married,secondary,no,235,yes,no,telephone,28,aug,688,6,-1,0,unknown,no
23780,32,technician,single,secondary,no,792,no,no,cellular,29,aug,193,2,-1,0,unknown,no
23782,33,management,single,tertiary,no,2059,no,no,cellular,29,aug,106,2,-1,0,unknown,no
23786,36,technician,married,secondary,no,432,yes,no,cellular,29,aug,65,2,-1,0,unknown,no
23790,59,technician,divorced,secondary,no,0,no,no,cellular,29,aug,126,2,-1,0,unknown,no
23791,37,management,married,tertiary,no,4293,yes,no,cellular,29,aug,150,2,-1,0,unknown,no
23792,42,technician,married,secondary,no,0,no,no,cellular,29,aug,82,12,-1,0,unknown,no
23799,38,technician,divorced,tertiary,no,82,no,no,cellular,29,aug,38,13,-1,0,unknown,no
23804,45,self-employed,married,primary,no,373,no,no,cellular,29,aug,82,11,-1,0,unknown,no
23805,32,management,married,tertiary,no,134,no,yes,cellular,29,aug,162,2,-1,0,unknown,no
23813,38,technician,married,secondary,no,300,no,no,cellular,29,aug,125,5,-1,0,unknown,no
23815,30,technician,married,secondary,no,32,no,no,cellular,29,aug,73,2,-1,0,unknown,no
23829,45,technician,divorced,secondary,no,54,no,no,cellular,29,aug,83,3,-1,0,unknown,no
23831,37,technician,single,tertiary,no,160,no,no,cellular,29,aug,204,2,-1,0,unknown,no
23832,51,blue-collar,married,primary,no,462,yes,no,cellular,29,aug,164,2,-1,0,unknown,no
23836,35,management,single,tertiary,no,0,no,no,cellular,29,aug,131,2,-1,0,unknown,no
23844,48,management,divorced,tertiary,no,700,yes,no,cellular,29,aug,488,2,-1,0,unknown,no
23847,39,housemaid,divorced,primary,no,239,no,no,cellular,29,aug,204,2,-1,0,unknown,no
23852,46,blue-collar,married,secondary,no,877,no,no,cellular,29,aug,339,2,-1,0,unknown,no
23860,32,technician,single,secondary,no,284,no,no,cellular,29,aug,161,2,-1,0,unknown,no
23863,34,admin.,married,secondary,no,96,no,no,cellular,29,aug,109,2,-1,0,unknown,no
23865,32,technician,married,secondary,no,444,no,no,cellular,29,aug,63,2,-1,0,unknown,no
23870,31,technician,single,secondary,no,-2,no,no,cellular,29,aug,131,2,-1,0,unknown,no
23874,36,management,married,tertiary,no,4,yes,no,cellular,29,aug,159,2,-1,0,unknown,no
23876,38,admin.,divorced,secondary,no,1314,no,no,cellular,29,aug,156,2,-1,0,unknown,no
23878,39,management,married,tertiary,no,0,no,no,cellular,29,aug,94,2,-1,0,unknown,no
23881,56,services,married,unknown,no,628,no,no,cellular,29,aug,96,2,-1,0,unknown,no
23886,50,management,divorced,tertiary,no,0,no,no,cellular,29,aug,128,2,-1,0,unknown,no
23892,33,services,married,secondary,no,233,no,no,cellular,29,aug,155,2,-1,0,unknown,no
23894,55,admin.,married,secondary,no,0,no,no,cellular,29,aug,88,2,-1,0,unknown,no
23899,47,management,divorced,tertiary,no,310,no,no,cellular,29,aug,136,2,-1,0,unknown,no
23901,41,management,single,tertiary,no,2408,no,no,cellular,29,aug,122,2,-1,0,unknown,no
23902,46,blue-collar,married,secondary,no,1685,yes,no,cellular,29,aug,203,2,-1,0,unknown,no
23909,39,management,single,secondary,no,36,no,no,cellular,29,aug,70,2,-1,0,unknown,no
23914,38,technician,single,secondary,no,173,no,no,cellular,29,aug,150,4,-1,0,unknown,no
23922,49,blue-collar,married,secondary,no,102,no,no,cellular,29,aug,210,2,-1,0,unknown,no
23930,42,unemployed,divorced,tertiary,no,-166,no,no,cellular,29,aug,85,4,-1,0,unknown,no
23932,43,admin.,married,secondary,no,257,no,no,cellular,29,aug,186,6,-1,0,unknown,no
23934,40,technician,divorced,secondary,no,0,no,no,cellular,29,aug,299,3,-1,0,unknown,no
23940,33,blue-collar,married,secondary,no,842,no,no,cellular,29,aug,111,4,-1,0,unknown,no
23950,33,housemaid,single,tertiary,no,1255,no,no,cellular,29,aug,511,4,-1,0,unknown,no
23953,41,admin.,married,secondary,yes,-120,no,no,cellular,29,aug,76,4,-1,0,unknown,no
23954,54,services,married,unknown,no,324,no,no,cellular,29,aug,124,11,-1,0,unknown,no
23959,41,management,married,tertiary,no,5936,no,no,cellular,29,aug,709,11,-1,0,unknown,no
23962,55,admin.,married,tertiary,no,46,no,no,cellular,29,aug,59,4,-1,0,unknown,no
23963,36,self-employed,married,tertiary,no,10,no,no,cellular,29,aug,47,4,-1,0,unknown,no
23978,38,management,married,tertiary,no,46,no,no,cellular,29,aug,70,4,-1,0,unknown,no
23982,33,technician,married,secondary,no,74,no,no,cellular,29,aug,94,2,-1,0,unknown,no
23991,37,technician,married,secondary,yes,-3,no,no,cellular,29,aug,122,4,-1,0,unknown,no
23993,52,services,married,secondary,no,627,no,no,cellular,29,aug,174,10,-1,0,unknown,no
23994,49,self-employed,married,secondary,no,1683,no,no,cellular,29,aug,61,4,-1,0,unknown,no
23995,36,technician,single,secondary,no,35,no,no,cellular,29,aug,493,2,-1,0,unknown,no
23996,32,technician,single,secondary,no,224,no,no,cellular,29,aug,451,4,-1,0,unknown,no
24004,37,technician,married,secondary,no,449,yes,no,cellular,29,aug,59,4,-1,0,unknown,no
24010,46,technician,married,secondary,no,591,no,no,telephone,29,aug,81,2,-1,0,unknown,no
24013,39,technician,divorced,secondary,no,0,no,no,cellular,29,aug,35,6,-1,0,unknown,no
24024,37,housemaid,married,primary,no,0,no,no,cellular,29,aug,17,12,-1,0,unknown,no
24025,47,admin.,married,secondary,no,84,no,no,telephone,29,aug,367,3,-1,0,unknown,no
24033,37,management,single,tertiary,no,3452,yes,no,cellular,29,aug,8,9,-1,0,unknown,no
24043,28,blue-collar,single,secondary,no,9,yes,no,unknown,17,oct,115,1,-1,0,unknown,no
24046,37,management,divorced,tertiary,no,199,yes,no,unknown,18,oct,50,1,-1,0,unknown,no
24054,48,student,single,unknown,no,1279,no,no,telephone,20,oct,2429,1,-1,0,unknown,no
24068,45,admin.,married,secondary,no,5346,yes,yes,unknown,21,oct,187,1,-1,0,unknown,yes
24072,36,management,married,tertiary,no,2415,yes,no,telephone,22,oct,73,1,86,4,other,no
24076,40,management,married,tertiary,no,3352,yes,no,telephone,23,oct,138,1,-1,0,unknown,yes
24080,56,technician,married,secondary,no,589,yes,no,unknown,23,oct,518,1,147,2,success,yes
24082,26,services,single,secondary,no,1445,no,no,telephone,23,oct,171,1,-1,0,unknown,yes
24088,37,admin.,married,secondary,no,1967,no,no,telephone,27,oct,376,1,-1,0,unknown,yes
24090,39,entrepreneur,married,primary,no,437,yes,no,unknown,27,oct,150,1,-1,0,unknown,yes
24092,27,entrepreneur,married,secondary,no,2329,no,no,telephone,27,oct,131,1,-1,0,unknown,yes
24107,35,management,single,tertiary,no,7506,yes,no,unknown,30,oct,248,1,-1,0,unknown,yes
24111,34,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,154,1,-1,0,unknown,yes
24112,35,blue-collar,single,secondary,no,3623,no,no,telephone,30,oct,160,1,-1,0,unknown,yes
24117,27,management,single,tertiary,no,185,no,no,cellular,31,oct,18,1,-1,0,unknown,no
24119,41,services,married,secondary,no,523,yes,yes,telephone,4,nov,5,1,-1,0,unknown,no
24124,56,technician,married,secondary,no,6619,yes,no,telephone,4,nov,465,1,-1,0,unknown,yes
24143,40,blue-collar,married,secondary,no,5060,no,no,unknown,9,nov,299,1,-1,0,unknown,yes
24160,34,admin.,married,tertiary,no,899,yes,no,unknown,12,nov,114,1,170,3,failure,yes
24166,43,blue-collar,divorced,primary,no,219,no,no,telephone,13,nov,138,1,-1,0,unknown,no
24172,32,blue-collar,single,tertiary,no,700,no,no,unknown,13,nov,90,1,-1,0,unknown,yes
24174,49,admin.,married,secondary,no,3608,yes,no,unknown,13,nov,231,1,-1,0,unknown,yes
24178,32,blue-collar,married,secondary,no,2089,yes,no,cellular,14,nov,132,1,-1,0,unknown,yes
24182,30,technician,single,secondary,no,816,yes,no,unknown,14,nov,179,1,-1,0,unknown,yes
24184,44,entrepreneur,married,tertiary,no,1631,yes,no,cellular,17,nov,81,1,195,2,failure,no
24188,58,technician,married,secondary,no,-942,yes,no,cellular,17,nov,131,1,-1,0,unknown,no
24193,35,technician,married,secondary,no,1577,yes,yes,cellular,17,nov,53,1,-1,0,unknown,no
24194,41,management,married,tertiary,no,7028,no,no,cellular,17,nov,98,1,-1,0,unknown,no
24195,50,entrepreneur,married,secondary,no,665,no,no,telephone,17,nov,238,1,-1,0,unknown,no
24198,34,technician,single,secondary,no,105,yes,no,cellular,17,nov,303,1,196,2,failure,no
24208,40,management,single,secondary,no,1623,yes,no,cellular,17,nov,161,1,167,2,failure,no
24210,47,technician,married,tertiary,no,0,no,no,cellular,17,nov,120,1,-1,0,unknown,no
24211,43,technician,divorced,secondary,no,1648,no,no,cellular,17,nov,80,1,-1,0,unknown,no
24212,56,management,married,tertiary,no,6798,yes,no,cellular,17,nov,250,1,-1,0,unknown,no
24214,54,blue-collar,married,primary,no,69,no,no,cellular,17,nov,71,1,-1,0,unknown,no
24222,58,retired,married,secondary,no,425,yes,yes,cellular,17,nov,100,1,-1,0,unknown,no
24224,45,management,married,tertiary,no,1323,yes,no,cellular,17,nov,550,1,-1,0,unknown,no
24227,47,management,married,tertiary,no,1028,no,yes,cellular,17,nov,55,1,-1,0,unknown,no
24233,50,management,married,tertiary,no,4278,no,no,cellular,17,nov,53,1,-1,0,unknown,no
24248,53,technician,married,secondary,no,65,no,no,cellular,17,nov,178,1,-1,0,unknown,no
24250,45,technician,married,secondary,no,1477,yes,no,cellular,17,nov,75,1,132,1,failure,no
24253,39,admin.,married,secondary,no,401,yes,no,cellular,17,nov,396,1,129,2,failure,no
24268,44,management,married,tertiary,no,1034,no,no,cellular,17,nov,73,1,-1,0,unknown,no
24272,40,technician,married,secondary,no,17,no,no,telephone,17,nov,192,1,-1,0,unknown,no
24273,43,management,married,tertiary,no,0,yes,no,cellular,17,nov,110,1,-1,0,unknown,no
24274,57,blue-collar,married,secondary,no,1540,yes,no,cellular,17,nov,564,1,-1,0,unknown,yes
24279,50,entrepreneur,married,secondary,no,0,yes,yes,cellular,17,nov,344,1,-1,0,unknown,no
24280,57,retired,married,secondary,no,1749,no,no,cellular,17,nov,288,2,-1,0,unknown,no
24286,46,admin.,divorced,secondary,no,-60,no,no,cellular,17,nov,117,1,-1,0,unknown,no
24287,59,technician,single,secondary,no,6284,yes,no,cellular,17,nov,41,1,-1,0,unknown,no
24288,44,admin.,divorced,secondary,no,0,no,no,cellular,17,nov,57,1,-1,0,unknown,no
24296,49,services,married,secondary,no,1084,yes,no,telephone,17,nov,99,1,-1,0,unknown,no
24297,54,management,married,secondary,yes,5249,yes,no,cellular,17,nov,108,1,-1,0,unknown,no
24299,50,management,married,secondary,no,633,no,yes,telephone,17,nov,302,1,111,6,failure,no
24304,47,blue-collar,married,secondary,no,4403,yes,yes,unknown,17,nov,81,1,-1,0,unknown,no
24307,42,technician,married,secondary,no,69,yes,yes,cellular,17,nov,55,1,-1,0,unknown,no
24308,33,technician,married,tertiary,no,326,yes,no,cellular,17,nov,238,1,-1,0,unknown,no
24314,40,services,single,secondary,no,856,yes,no,telephone,17,nov,70,1,-1,0,unknown,no
24315,50,technician,single,secondary,no,246,yes,no,cellular,17,nov,270,1,123,2,failure,no
24318,41,entrepreneur,divorced,tertiary,no,0,yes,no,cellular,17,nov,176,1,-1,0,unknown,no
24320,54,blue-collar,married,secondary,no,0,no,no,telephone,17,nov,483,1,-1,0,unknown,no
24322,50,entrepreneur,married,tertiary,no,5420,yes,no,cellular,17,nov,73,1,-1,0,unknown,no
24325,49,admin.,married,secondary,no,272,yes,yes,cellular,17,nov,108,1,-1,0,unknown,no
24326,40,services,divorced,secondary,no,5766,yes,yes,cellular,17,nov,68,2,173,1,failure,no
24331,36,management,married,tertiary,no,5057,yes,no,cellular,17,nov,70,1,166,10,failure,no
24337,58,admin.,married,secondary,no,4962,no,yes,cellular,17,nov,112,1,-1,0,unknown,no
24341,54,admin.,married,secondary,no,865,yes,no,cellular,17,nov,71,1,-1,0,unknown,no
24346,48,management,single,tertiary,no,8106,no,no,unknown,17,nov,125,1,111,3,failure,no
24347,45,technician,divorced,secondary,no,30,yes,yes,cellular,17,nov,88,1,-1,0,unknown,no
24348,51,services,divorced,secondary,no,518,yes,no,telephone,17,nov,76,1,-1,0,unknown,no
24351,49,admin.,married,secondary,no,12226,yes,no,cellular,17,nov,96,2,-1,0,unknown,no
24353,53,services,married,secondary,no,1364,no,no,cellular,17,nov,508,1,115,1,failure,no
24358,46,management,single,tertiary,no,46,no,yes,cellular,17,nov,80,1,152,1,failure,no
24362,51,blue-collar,married,secondary,no,-355,yes,yes,cellular,17,nov,122,2,-1,0,unknown,no
24370,52,management,married,tertiary,no,2578,no,no,cellular,17,nov,412,1,-1,0,unknown,no
24383,36,self-employed,married,tertiary,no,7343,no,no,cellular,17,nov,78,1,-1,0,unknown,no
24394,46,management,married,secondary,no,1306,yes,no,telephone,17,nov,155,1,-1,0,unknown,no
24403,40,technician,married,secondary,no,1952,yes,no,cellular,17,nov,310,1,-1,0,unknown,no
24405,54,technician,married,secondary,no,472,yes,yes,unknown,17,nov,229,2,150,1,failure,no
24408,30,management,single,tertiary,no,1435,yes,no,cellular,17,nov,104,3,-1,0,unknown,no
24409,41,technician,divorced,secondary,no,0,yes,no,cellular,17,nov,386,2,-1,0,unknown,no
24416,43,technician,divorced,secondary,no,-36,yes,no,cellular,17,nov,190,1,104,1,failure,no
24421,43,technician,married,secondary,no,0,no,yes,cellular,17,nov,103,2,193,3,failure,no
24432,37,entrepreneur,single,tertiary,no,1467,yes,yes,cellular,17,nov,349,1,-1,0,unknown,no
24433,38,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,nov,65,1,-1,0,unknown,no
24434,48,management,married,primary,no,427,no,no,cellular,17,nov,62,1,-1,0,unknown,no
24451,54,services,divorced,secondary,no,2398,yes,no,cellular,17,nov,73,1,-1,0,unknown,no
24453,39,admin.,married,primary,no,0,no,no,cellular,17,nov,106,1,-1,0,unknown,no
24457,47,entrepreneur,married,secondary,no,2192,yes,no,cellular,17,nov,134,1,-1,0,unknown,no
24458,45,services,married,secondary,no,4005,yes,no,cellular,17,nov,141,1,-1,0,unknown,no
24463,32,management,single,tertiary,no,0,yes,yes,cellular,17,nov,107,2,-1,0,unknown,no
24464,35,admin.,married,secondary,no,0,yes,no,telephone,17,nov,84,1,-1,0,unknown,no
24465,51,technician,single,secondary,no,17092,no,no,cellular,17,nov,35,1,-1,0,unknown,no
24468,53,technician,single,secondary,no,6164,yes,no,cellular,17,nov,101,1,-1,0,unknown,no
24477,56,management,married,primary,no,13,no,no,cellular,17,nov,240,1,-1,0,unknown,no
24479,44,management,single,tertiary,no,300,yes,no,cellular,17,nov,48,1,-1,0,unknown,no
24480,58,admin.,married,secondary,no,2747,no,no,cellular,17,nov,907,2,-1,0,unknown,no
24483,32,management,married,tertiary,no,81,yes,no,cellular,17,nov,120,1,-1,0,unknown,no
24486,42,entrepreneur,married,tertiary,no,373,no,no,cellular,17,nov,174,1,154,3,failure,no
24489,45,technician,married,secondary,no,2020,yes,no,cellular,17,nov,62,1,131,1,failure,no
24498,52,self-employed,married,tertiary,no,0,yes,no,cellular,17,nov,117,2,-1,0,unknown,no
24511,51,technician,married,unknown,no,-174,yes,yes,cellular,17,nov,348,1,-1,0,unknown,no
24518,56,services,divorced,primary,no,588,no,no,cellular,17,nov,303,2,-1,0,unknown,no
24521,45,self-employed,married,tertiary,no,0,yes,no,cellular,17,nov,134,1,-1,0,unknown,no
24523,53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,17,nov,183,1,-1,0,unknown,no
24531,51,management,married,tertiary,no,248,yes,yes,cellular,17,nov,139,2,126,3,failure,no
24532,44,management,married,tertiary,no,226,yes,no,cellular,17,nov,76,3,-1,0,unknown,no
24551,41,blue-collar,married,primary,no,4593,yes,yes,cellular,17,nov,190,1,-1,0,unknown,no
24553,50,management,married,tertiary,no,4,no,no,cellular,17,nov,223,1,96,2,failure,no
24554,58,unknown,divorced,secondary,no,3111,yes,no,cellular,17,nov,111,1,188,2,failure,no
24563,40,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,113,1,-1,0,unknown,no
24564,42,admin.,single,secondary,no,1143,yes,yes,telephone,17,nov,106,1,-1,0,unknown,no
24565,41,self-employed,married,secondary,yes,0,yes,no,cellular,17,nov,789,1,-1,0,unknown,yes
24568,59,self-employed,married,tertiary,no,34247,yes,no,cellular,17,nov,66,2,-1,0,unknown,no
24569,55,technician,married,tertiary,no,0,no,no,cellular,17,nov,501,1,-1,0,unknown,no
24572,39,entrepreneur,married,tertiary,no,2,yes,no,cellular,17,nov,180,1,-1,0,unknown,no
24574,36,management,divorced,tertiary,no,3837,yes,no,cellular,17,nov,184,1,193,1,success,no
24583,32,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,159,2,195,2,failure,no
24586,33,self-employed,single,tertiary,no,2155,no,no,cellular,17,nov,295,1,-1,0,unknown,no
24588,41,management,married,tertiary,no,20,yes,no,cellular,17,nov,99,1,151,2,failure,no
24591,51,blue-collar,married,primary,no,230,yes,no,cellular,17,nov,174,1,195,1,failure,no
24595,44,services,married,secondary,no,3843,yes,no,cellular,17,nov,70,1,150,2,other,no
24596,56,management,single,primary,no,109,no,yes,telephone,17,nov,124,1,129,18,other,no
24600,59,management,married,tertiary,no,3640,no,no,cellular,17,nov,226,2,-1,0,unknown,no
24610,34,management,single,tertiary,no,1049,yes,no,cellular,17,nov,101,2,129,1,failure,no
24616,38,blue-collar,married,primary,no,0,yes,no,cellular,17,nov,78,2,193,2,failure,no
24621,56,housemaid,married,primary,no,1168,no,no,telephone,17,nov,673,2,-1,0,unknown,no
24625,47,management,married,secondary,no,0,yes,yes,cellular,17,nov,124,2,-1,0,unknown,no
24628,50,management,married,tertiary,no,463,no,yes,cellular,17,nov,141,3,-1,0,unknown,no
